CodeWord,Size,Stranding,IndDiamAl,IndDiamSt,DiamStlCore,DiamCompleteCable,Weightper1000ftAl,Weightper1000ftStl,Weightper1000ftTotal,Al,Stl,RatedStrength,ResistanceDCLowdegc,ResistanceACHighdegc,LowTemp,HighTemp,MetersperResistanceInterval,AllowableAmpacity,Type,Validated,minfirstderivative,ResistanceACLowdegc,ResistanceACLowdegcMeter,ResistanceACHighdegcMeter,deltas,delta1s,Cs
Goldenrod,954,61,0.1251,NaN,NaN,1.125,NaN,NaN,894,NaN,NaN,16900,0.0181,0.0226,20,75,304.8,983,AAC,0,0,0.0181,5.93832020997375e-05,7.41469816272966e-05,1.76372100996711,2,0.262396562698289
Hawkweed,1000,37,0.1644,NaN,NaN,1.151,NaN,NaN,937,NaN,NaN,17200,0.0173,0.0216,20,75,304.8,1010,AAC,0,0,0.0173,5.6758530183727e-05,7.08661417322835e-05,1.74377815294924,2,0.261283583149333
Camellia,1000,61,0.128,NaN,NaN,1.152,NaN,NaN,937,NaN,NaN,17700,0.0713,0.0216,20,75,304.8,1011,AAC,0,0,0.0713,0.000233923884514436,7.08661417322835e-05,1.60867841784539,2,0.192846460201311
Bluebell,1033.5,37,0.1671,NaN,NaN,1.17,NaN,NaN,969,NaN,NaN,17700,0.0167,0.021,20,75,304.8,1031,AAC,0,0,0.0167,5.47900262467192e-05,6.88976377952756e-05,1.73307232485022,2,0.260421902674857
Larkspur,1033.5,61,0.1302,NaN,NaN,1.171,NaN,NaN,969,NaN,NaN,18300,0.0167,0.021,20,75,304.8,1032,AAC,0,0,0.0167,5.47900262467192e-05,6.88976377952756e-05,1.73212414665269,2,0.260516321981222
Marigold,1113,61,0.1351,NaN,NaN,1.216,NaN,NaN,1043,NaN,NaN,19700,0.0155,0.0195,20,75,304.8,1079,AAC,0,0,0.0155,5.08530183727034e-05,6.39763779527559e-05,1.69873681538152,2,0.257855374341075
Hawthorn,1192.5,61,0.1398,NaN,NaN,1.258,NaN,NaN,1118,NaN,NaN,21100,0.0145,0.0183,20,75,304.8,1124,AAC,0,0,0.0145,4.75721784776903e-05,6.00393700787402e-05,1.66995445935943,2,0.25776705226023
Narcissus,1272,61,0.1444,NaN,NaN,1.3,NaN,NaN,1192,NaN,NaN,22000,0.0136,0.0173,20,75,304.8,1169,AAC,0,0,0.0136,4.46194225721785e-05,5.6758530183727e-05,1.64441333111763,2,0.258048510304358
Columbine,1351.5,61,0.1488,NaN,NaN,1.34,NaN,NaN,1267,NaN,NaN,23400,0.0128,0.0163,20,75,304.8,1212,AAC,0,0,0.0128,4.1994750656168e-05,5.34776902887139e-05,1.61763513212065,2,0.254846842935506
Carnation,1431,61,0.1532,NaN,NaN,1.378,NaN,NaN,1341,NaN,NaN,24300,0.0121,0.0155,20,75,304.8,1253,AAC,0,0,0.0121,3.96981627296588e-05,5.08530183727034e-05,1.59498364902647,2,0.254514714417221
Gladiolus,1510.5,61,0.1574,NaN,NaN,1.416,NaN,NaN,1416,NaN,NaN,25600,0.0144,0.0147,20,75,304.8,1294,AAC,0,0,0.0144,4.7244094488189e-05,4.82283464566929e-05,1.45286215355141,2,0.264901529645622
Coreopsis,1590,61,0.1614,NaN,NaN,1.453,NaN,NaN,1490,NaN,NaN,27000,0.0109,0.0141,20,75,304.8,1333,AAC,0,0,0.0109,3.5761154855643e-05,4.6259842519685e-05,1.55488027868181,2,0.253388658344484
Jessamine,1750,61,0.1694,NaN,NaN,1.524,NaN,NaN,1640,NaN,NaN,29700,0.00988,0.0129,20,75,304.8,1408,AAC,0,0,0.00988,3.24146981627297e-05,4.23228346456693e-05,1.5149031125467,2,0.24891759138477
Cowslip,2000,91,0.1482,NaN,NaN,1.631,NaN,NaN,1875,NaN,NaN,34200,0.00864,0.0115,20,75,304.8,1518,AAC,0,0,0.00864,2.83464566929134e-05,3.77296587926509e-05,1.46379485055889,2,0.246299782743327
Sagebrush,2250,91,0.1572,NaN,NaN,1.73,NaN,NaN,2130,NaN,NaN,37500,0.00776,0.0105,20,75,304.8,1612,AAC,0,0,0.00776,2.54593175853018e-05,3.44488188976378e-05,1.41664690503257,2,0.242760632337024
Lupine,2500,91,0.1657,NaN,NaN,1.823,NaN,NaN,2366,NaN,NaN,41900,0.00698,0.00969,20,75,304.8,1706,AAC,0,0,0.00698,2.29002624671916e-05,3.17913385826772e-05,1.3768005631206,2,0.242008090997641
Bitterroot,2750,91,0.1738,NaN,NaN,1.912,NaN,NaN,2603,NaN,NaN,46100,0.00635,0.009,20,75,304.8,1793,AAC,0,0,0.00635,2.08333333333333e-05,2.95275590551181e-05,1.33590566070632,2,0.240481703174447
Trillium,3000,127,0.1537,NaN,NaN,1.998,NaN,NaN,2839,NaN,NaN,50300,0.00582,0.00834,20,75,304.8,1874,AAC,0,0,0.00582,1.90944881889764e-05,2.73622047244094e-05,1.29160933785568,2,0.234990676125909
Bluebonnet,3500,127,0.166,NaN,NaN,2.158,NaN,NaN,3345,NaN,NaN,58700,0.00499,0.00756,20,75,304.8,2024,AAC,0,0,0.00499,1.63713910761155e-05,2.48031496062992e-05,1.21198300638077,2,0.234091675700342
Partridge/ACSS/TW,266.8,<undefined>,NaN,NaN,0.2364,0.595,250.5,115.6,366.1,NaN,NaN,8880,0.3262,0.4009,20,75,1609.34,795,ACSSTW,0,0,0.3262,0.000202691786695167,0.000249108330122908,2.06289313120607,2,0.531742815697001
Linnet/ACSS/TW,336.4,<undefined>,NaN,NaN,0.2655,0.667,316.1,145.8,461.9,NaN,NaN,11200,0.2588,0.3181,20,75,1609.34,921,ACSSTW,0,0,0.2588,0.00016081126424497,0.000197658667528304,1.99410996394625,2,0.527833713930427
Oriole/ACSS/TW,336.4,<undefined>,NaN,NaN,0.3177,0.692,318.2,209.2,527.4,NaN,NaN,14800,0.2565,0.3151,20,75,1609.34,940,ACSSTW,0,0,0.2565,0.000159382106950675,0.000195794549318354,1.97132003281444,2,0.527269403864412
Flicker/ACSS/TW,477,<undefined>,NaN,NaN,0.282,0.776,447.8,164.5,612.3,NaN,NaN,13000,0.1831,0.2255,20,75,1609.34,1151,ACSSTW,0,0,0.1831,0.00011377334808058,0.000140119552114531,1.89837728891206,2,0.524929891542653
Hawk/ACSS/TW,477,<undefined>,NaN,NaN,0.3162,0.79,448.7,206.4,655.1,NaN,NaN,15600,0.1825,0.2247,20,75,1609.34,1159,ACSSTW,0,0,0.1825,0.00011340052443859,0.000139622453925212,1.8867077914451,2,0.524081983484685
Hen/ACSS/TW,477,<undefined>,NaN,NaN,0.3783,0.82,451.1,296.6,747.8,NaN,NaN,21000,0.1809,0.2225,20,75,1609.34,1181,ACSSTW,0,0,0.1809,0.00011240632805995,0.000138255433904582,1.86213433950226,2,0.524667863777545
Parakeet/ACSS/TW,556.5,<undefined>,NaN,NaN,0.3045,0.835,522.4,191.8,714.2,NaN,NaN,15200,0.1569,0.1935,20,75,1609.34,1271,ACSSTW,0,0,0.1569,9.74933823803547e-05,0.000120235624541738,1.85006970420986,2,0.52467024663494
Dove/ACSS/TW,556.5,<undefined>,NaN,NaN,0.3414,0.85,523.4,241.1,764.5,NaN,NaN,18200,0.1564,0.1928,20,75,1609.34,1282,ACSSTW,0,0,0.1564,9.71826960120298e-05,0.000119800663626083,1.83813156934099,2,0.524034412723725
Rook/ACSS/TW,636,<undefined>,NaN,NaN,0.3255,0.893,597,219.2,816.2,NaN,NaN,17300,0.1373,0.1696,20,75,1609.34,1386,ACSSTW,0,0,0.1373,8.53144767420185e-05,0.000105384816135807,1.80463563641247,2,0.522235679142674
Grosbeak/ACSS/TW,636,<undefined>,NaN,NaN,0.3648,0.909,601.5,275.8,877.3,NaN,NaN,20700,0.1369,0.1689,20,75,1609.34,1398,ACSSTW,0,0,0.1369,8.50659276473585e-05,0.000104949855220152,1.77424660240042,2,0.521299937632289
Scoter/ACSS/TW,636,<undefined>,NaN,NaN,0.4368,0.942,600.5,394.7,995.2,NaN,NaN,27400,0.1356,0.1672,20,75,1609.34,1427,ACSSTW,0,0,0.1356,8.42581430897138e-05,0.000103893521567848,1.75028675259768,2,0.522415433872075
Tern/ACSS/TW,795,<undefined>,NaN,NaN,0.2658,0.96,745.2,146.1,891.3,NaN,NaN,14200,0.1105,0.1373,20,75,1609.34,1580,ACSSTW,0,0,0.1105,6.86616873998036e-05,8.53144767420185e-05,1.73745010644617,2,0.52245532794565
Puffin/ACSS/TW,795,<undefined>,NaN,NaN,0.3168,0.98,745.9,228.5,974.4,NaN,NaN,17700,0.1101,0.1365,20,75,1609.34,1595,ACSSTW,0,0,0.1101,6.84131383051437e-05,8.48173785526986e-05,1.72335347036759,2,0.521083316765079
Condor/ACSS/TW,795,<undefined>,NaN,NaN,0.3639,0.993,746.3,273.9,1020,NaN,NaN,21700,0.1098,0.1361,20,75,1609.34,1604,ACSSTW,0,0,0.1098,6.82267264841488e-05,8.45688294580387e-05,1.7142880055907,2,0.521758067840874
Drake/ACSS/TW,795,<undefined>,NaN,NaN,0.408,1.01,747,344.3,1091.3,NaN,NaN,25900,0.1095,0.1355,20,75,1609.34,1616,ACSSTW,0,0,0.1095,6.80403146631538e-05,8.41960058160488e-05,1.70254538820813,2,0.520302467440798
Canary/ACSS/TW,900,<undefined>,NaN,NaN,0.3873,1.055,844.8,310.9,1155.7,NaN,NaN,24600,0.097,0.1205,20,75,1609.34,1739,ACSSTW,0,0,0.097,6.02731554550313e-05,7.48754147663017e-05,1.67205734932617,2,0.52112400849264
Phoenix/ACSS/TW,954,<undefined>,NaN,NaN,0.2511,1.044,897.7,130.4,1028,NaN,NaN,14200,0.0927,0.1187,20,75,1609.34,1740,ACSSTW,0,0,0.0927,5.76012526874371e-05,7.37569438403321e-05,1.67943816913926,2,0.528089685743261
Rail/ACSS/TW,954,<undefined>,NaN,NaN,0.2913,1.061,898.6,175.5,1074.1,NaN,NaN,16700,0.0926,0.1183,20,75,1609.34,1750,ACSSTW,0,0,0.0926,5.75391154137721e-05,7.35083947456721e-05,1.6680580623845,2,0.527870471526816
Cardinal/ACSS/TW,954,<undefined>,NaN,NaN,0.3987,1.08,895.5,328.8,1224.3,NaN,NaN,26000,0.0915,0.1138,20,75,1609.34,1806,ACSSTW,0,0,0.0915,5.68556054034573e-05,7.0712217430748e-05,1.65547281305387,2,0.521540808576877
Snowbird/ACSS/TW,1033.5,<undefined>,NaN,NaN,0.2613,1.089,972.5,141.2,1114,NaN,NaN,15400,0.0856,0.1098,20,75,1609.34,1834,ACSSTW,0,0,0.0856,5.31895062572235e-05,6.82267264841488e-05,1.6495654778922,2,0.527724965430693
Ortolan/ACSS/TW,1033.5,<undefined>,NaN,NaN,0.303,1.102,972.5,189.9,1162,NaN,NaN,18100,0.0854,0.1095,20,75,1609.34,1843,ACSSTW,0,0,0.0854,5.30652317098935e-05,6.80403146631538e-05,1.64108057485284,2,0.528257705537932
Curlew/ACSS/TW,1033.5,<undefined>,NaN,NaN,0.4149,1.132,970.1,356.1,1326.2,NaN,NaN,28200,0.0845,0.1053,20,75,1609.34,1903,ACSSTW,0,0,0.0845,5.25059962469087e-05,6.54305491692247e-05,1.62173646302308,2,0.519435703804773
Avocet/ACSS/TW,1113,<undefined>,NaN,NaN,0.2712,1.129,1047,152.1,1199,NaN,NaN,16300,0.0794,0.1022,20,75,1609.34,1925,ACSSTW,0,0,0.0794,4.93369952899947e-05,6.35042936856102e-05,1.62365994489704,2,0.527912524544749
Bluejay/ACSS/TW,1113,<undefined>,NaN,NaN,0.3147,1.143,1048,204.8,1253,NaN,NaN,19500,0.0793,0.1019,20,75,1609.34,1935,ACSSTW,0,0,0.0793,4.92748580163297e-05,6.33178818646153e-05,1.61472935753213,2,0.527916963479285
Finch/ACSS/TW,1113,<undefined>,NaN,NaN,0.431,1.185,1051,376.1,1427,NaN,NaN,30400,0.0789,0.101,20,75,1609.34,1965,ACSSTW,0,0,0.0789,4.90263089216698e-05,6.27586464016305e-05,1.58834531002302,2,0.524721608818608
Oxbird/ACSS/TW,1192.5,<undefined>,NaN,NaN,0.2808,1.17,1122.9,163.1,1286,NaN,NaN,17500,0.0741,0.0957,20,75,1609.34,2013,ACSSTW,0,0,0.0741,4.60437197857507e-05,5.94653708973865e-05,1.59770125224473,2,0.529664769223778
Bunting/ACSS/TW,1192.5,<undefined>,NaN,NaN,0.3255,1.181,1123.2,219.6,1342.8,NaN,NaN,20900,0.074,0.0954,20,75,1609.34,2023,ACSSTW,0,0,0.074,4.59815825120857e-05,5.92789590763916e-05,1.59083422069068,2,0.527758306080431
Grackle/ACSS/TW,1192.5,<undefined>,NaN,NaN,0.446,1.225,1127.8,402.9,1530.7,NaN,NaN,32600,0.0737,0.0944,20,75,1609.34,2055,ACSSTW,0,0,0.0737,4.57951706910908e-05,5.86575863397418e-05,1.56376296408371,2,0.525187190876318
Scissortail/ACSS/TW,1272,<undefined>,NaN,NaN,0.2901,1.203,1197,174,1371,NaN,NaN,18700,0.0695,0.09,20,75,1609.34,2098,ACSSTW,0,0,0.0695,4.31854051971616e-05,5.59235462984826e-05,1.57722209899448,2,0.529111490975292
Bittern/ACSS/TW,1272,<undefined>,NaN,NaN,0.3363,1.224,1197.6,234.9,1432.5,NaN,NaN,22300,0.0694,0.0897,20,75,1609.34,2110,ACSSTW,0,0,0.0694,4.31232679234966e-05,5.57371344774877e-05,1.56437308270761,2,0.527139956934024
Pheasant/ACSS/TW,1272,<undefined>,NaN,NaN,0.4605,1.26,1201,429.5,1630.5,NaN,NaN,34100,0.0691,0.0887,20,75,1609.34,2143,ACSSTW,0,0,0.0691,4.29368561025016e-05,5.51157617408379e-05,1.54266614159393,2,0.524449477385813
Dipper/ACSS/TW,1351.5,<undefined>,NaN,NaN,0.3465,1.256,1273,248.3,1521,NaN,NaN,23700,0.0653,0.0847,20,75,1609.34,2194,ACSSTW,0,0,0.0653,4.05756397032324e-05,5.26302707942386e-05,1.54506010862991,2,0.528768074479168
Martin/ACSS/TW,1351.5,<undefined>,NaN,NaN,0.4745,1.3,1276.1,456,1732.1,NaN,NaN,36200,0.065,0.0837,20,75,1609.34,2228,ACSSTW,0,0,0.065,4.03892278822374e-05,5.20088980575888e-05,1.51900359652895,2,0.525630666571835
Bobolink/ACSS/TW,1431,<undefined>,NaN,NaN,0.3567,1.291,1347,263.1,1611,NaN,NaN,25100,0.0617,0.0802,20,75,1609.34,2276,ACSSTW,0,0,0.0617,3.83386978512931e-05,4.98340934793145e-05,1.52428880090114,2,0.529532243197659
Plover/ACSS/TW,1431,<undefined>,NaN,NaN,0.4885,1.337,1351,483.2,1834,NaN,NaN,38400,0.0614,0.0793,20,75,1609.34,2313,ACSSTW,0,0,0.0614,3.81522860302981e-05,4.92748580163297e-05,1.49752173187679,2,0.52513751732815
Lapwing/ACSS/TW,1590,<undefined>,NaN,NaN,0.3759,1.358,1497.6,292.3,1789.9,NaN,NaN,27900,0.0555,0.0727,20,75,1609.34,2435,ACSSTW,0,0,0.0555,3.44861868840643e-05,4.5173797954441e-05,1.4854975586242,2,0.530628743262935
Falcon/ACSS/TW,1590,<undefined>,NaN,NaN,0.515,1.41,1502.8,537.2,2040,NaN,NaN,42600,0.0553,0.0717,20,75,1609.34,2477,ACSSTW,0,0,0.0553,3.43619123367343e-05,4.45524252177911e-05,1.45621461661698,2,0.526336673213716
Chukar/ACSS/TW,1780,<undefined>,NaN,NaN,0.437,1.445,1680.6,386.8,2067.4,NaN,NaN,35300,0.0495,0.0652,20,75,1609.34,2630,ACSSTW,0,0,0.0495,3.07579504641654e-05,4.05135024295674e-05,1.42869606401574,2,0.5315274294371
Bluebird/ACSS/TW,2156,<undefined>,NaN,NaN,0.4805,1.608,2045,467.5,2512,NaN,NaN,42100,0.0412,0.0543,20,75,1609.34,3014,ACSSTW,0,0,0.0412,2.5600556749972e-05,3.37405396000845e-05,1.34519027912908,2,0.531232057887311
Mohawk/ACSS/TW,571.7,<undefined>,NaN,NaN,0.309,0.85,537,197.5,734.5,NaN,NaN,15600,0.1527,0.1884,20,75,1609.34,1294,ACSSTW,0,0,0.1527,9.48836168864255e-05,0.000117066623584824,1.83813312072432,2,0.523907686279767
Calumet/ACSS/TW,565.3,<undefined>,NaN,NaN,0.3438,0.86,531.2,244.5,775.7,NaN,NaN,18400,0.154,0.1898,20,75,1609.34,1295,ACSSTW,0,0,0.154,9.56914014440702e-05,0.000117936545416133,1.8302471682361,2,0.522658625883005
Mystic/ACSS/TW,666.6,<undefined>,NaN,NaN,0.3732,0.913,630.4,230.3,860.7,NaN,NaN,18200,0.131,0.1619,20,75,1609.34,1431,ACSSTW,0,0,0.131,8.13998285011247e-05,0.000100600246063604,1.77131571833996,2,0.522472053884048
Oswego/ACSS/TW,664.8,<undefined>,NaN,NaN,0.3732,0.927,628.7,288.7,917.4,NaN,NaN,21700,0.1309,0.1616,20,75,1609.34,1439,ACSSTW,0,0,0.1309,8.13376912274597e-05,0.000100413834242609,1.7611127584904,2,0.52115743981202
Maumee/ACSS/TW,768.2,<undefined>,NaN,NaN,0.3585,0.977,721.1,265.9,987,NaN,NaN,21000,0.1137,0.1407,20,75,1609.34,1569,ACSSTW,0,0,0.1137,7.0650080157083e-05,8.74271440466278e-05,1.72545485224466,2,0.521878363735148
Wabash/ACSS/TW,762.8,<undefined>,NaN,NaN,0.3993,0.99,716.7,329.8,1046.5,NaN,NaN,24900,0.1141,0.1411,20,75,1609.34,1573,ACSSTW,0,0,0.1141,7.0898629251743e-05,8.76756931412877e-05,1.71637164887073,2,0.520580831723846
Kettle/ACSS/TW,957.2,<undefined>,NaN,NaN,0.2919,1.06,901.6,176.2,1078,NaN,NaN,16800,0.0922,0.118,20,75,1609.34,1753,ACSSTW,0,0,0.0922,5.72905663191122e-05,7.33219829246772e-05,1.66872454803637,2,0.528757792246576
Fraser/ACSS/TW,946.7,<undefined>,NaN,NaN,0.3462,1.077,892.6,247.9,1141,NaN,NaN,21100,0.093,0.1187,20,75,1609.34,1756,ACSSTW,0,0,0.093,5.7787664508432e-05,7.37569438403321e-05,1.65745207352697,2,0.526657449978657
Columbia/ACSS/TW,966.2,<undefined>,NaN,NaN,0.4014,1.092,906.9,333.2,1240,NaN,NaN,26400,0.0904,0.1124,20,75,1609.34,1822,ACSSTW,0,0,0.0904,5.61720953931425e-05,6.98422955994383e-05,1.64759773146346,2,0.520094834298023
Suwannee/ACSS/TW,959.6,<undefined>,NaN,NaN,0.4479,1.11,901.6,415,1316.6,NaN,NaN,30700,0.0907,0.1127,20,75,1609.34,1828,ACSSTW,0,0,0.0907,5.63585072141375e-05,7.00287074204332e-05,1.63588630130091,2,0.518887368694376
Cheyenne/ACSS/TW,1168.1,<undefined>,NaN,NaN,0.2778,1.155,1099,159.6,1259,NaN,NaN,17200,0.0757,0.0979,20,75,1609.34,1986,ACSSTW,0,0,0.0757,4.70379161643904e-05,6.08323909180161e-05,1.60713094717337,2,0.529910232683694
Genesee/ACSS/TW,1158,<undefined>,NaN,NaN,0.3234,1.165,1092,216,1308,NaN,NaN,20500,0.0762,0.0981,20,75,1609.34,1985,ACSSTW,0,0,0.0762,4.73486025327153e-05,6.0956665465346e-05,1.60083526760441,2,0.528070228540967
Hudson/ACSS/TW,1158.4,<undefined>,NaN,NaN,0.4401,1.196,1087.3,400.7,1488,NaN,NaN,31100,0.0754,0.0943,20,75,1609.34,2051,ACSSTW,0,0,0.0754,4.68515043433954e-05,5.85954490660768e-05,1.58153262334823,2,0.519177383366175
Catawba/ACSS/TW,1272,<undefined>,NaN,NaN,0.2901,1.203,1197,174,1371,NaN,NaN,18700,0.0695,0.09,20,75,1609.34,2098,ACSSTW,0,0,0.0695,4.31854051971616e-05,5.59235462984826e-05,1.57722209899448,2,0.529111490975292
Nelson/ACSS/TW,1257.1,<undefined>,NaN,NaN,0.3345,1.213,1184,231.4,1415,NaN,NaN,22100,0.0702,0.0907,20,75,1609.34,2094,ACSSTW,0,0,0.0702,4.36203661128164e-05,5.63585072141375e-05,1.57108571091203,2,0.528512276686823
Yukon/ACSS/TW,1233.6,<undefined>,NaN,NaN,0.455,1.245,1166.7,419.3,1586,NaN,NaN,33200,0.0712,0.0914,20,75,1609.34,2101,ACSSTW,0,0,0.0712,4.42417388494662e-05,5.67934681297923e-05,1.55166174969593,2,0.525377171403013
Truckee/ACSS/TW,1372.5,<undefined>,NaN,NaN,0.3012,1.248,1292,187.6,1479,NaN,NaN,20200,0.0644,0.0838,20,75,1609.34,2203,ACSSTW,0,0,0.0644,4.00164042402476e-05,5.20710353312538e-05,1.54985968767237,2,0.529928425222211
Mackenzie/ACSS/TW,1359.7,<undefined>,NaN,NaN,0.3477,1.259,1281,250,1531,NaN,NaN,23900,0.0649,0.0842,20,75,1609.34,2202,ACSSTW,0,0,0.0649,4.03270906085725e-05,5.23195844259137e-05,1.54326552094893,2,0.528977207617459
Thames/ACSS/TW,1334.6,<undefined>,NaN,NaN,0.472,1.29,1260.1,451.2,1711.3,NaN,NaN,35800,0.0658,0.0847,20,75,1609.34,2209,ACSSTW,0,0,0.0658,4.08863260715573e-05,5.26302707942386e-05,1.52487571632919,2,0.525029803127267
St.Croix/ACSS/TW,NaN,<undefined>,NaN,NaN,0.3123,1.292,1381,201.7,1583,NaN,NaN,21600,0.0602,0.0787,20,75,1609.34,2302,ACSSTW,0,0,0.0602,3.74066387463184e-05,4.89020343743398e-05,1.52370124540187,2,0.53047304138548
Miramichi/ACSS/TW,1455.3,<undefined>,NaN,NaN,0.36,1.302,1372,268,1640,NaN,NaN,25600,0.0607,0.079,20,75,1609.34,2338,ACSSTW,0,0,0.0607,3.77173251146433e-05,4.90884461953347e-05,1.51783424716579,2,0.534814886555767
Merrimack/ACSS/TW,1433.6,<undefined>,NaN,NaN,0.489,1.34,1355.8,484.3,1840.1,NaN,NaN,42000,0.0613,0.0791,20,75,1609.34,2354,ACSSTW,0,0,0.0613,3.80901487566332e-05,4.91505834689997e-05,1.49579639318173,2,0.530631030709606
Platte/ACSS/TW,1569,<undefined>,NaN,NaN,0.3222,1.334,1478,215,1693,NaN,NaN,24600,0.0564,0.074,20,75,1609.34,2439,ACSSTW,0,0,0.0564,3.50454223470491e-05,4.59815825120857e-05,1.49925154894893,2,0.536435558401784
Potomac/ACSS/TW,1557.4,<undefined>,NaN,NaN,0.3723,1.35,1466.9,288.1,1755,NaN,NaN,29000,0.0567,0.0741,20,75,1609.34,2441,ACSSTW,0,0,0.0567,3.5231834168044e-05,4.60437197857507e-05,1.49006467934016,2,0.534838247719887
RioGrande/ACSS/TW,NaN,<undefined>,NaN,NaN,0.506,1.38,1449,519,1968,NaN,NaN,45000,0.0573,0.0742,20,75,1609.34,2456,ACSSTW,0,0,0.0573,3.56046578100339e-05,4.61058570594157e-05,1.47302286433727,2,0.530346035667954
Schuylkill/ACSS/TW,1657.4,<undefined>,NaN,NaN,0.384,1.386,1563,305,1868,NaN,NaN,30900,0.0533,0.07,20,75,1609.34,2539,ACSSTW,0,0,0.0533,3.31191668634347e-05,4.34960915654865e-05,1.46964440125582,2,0.535577766732546
Pecos/ACSS/TW,1622,<undefined>,NaN,NaN,0.532,1.42,1533.7,573.2,2106.9,NaN,NaN,49300,0.0541,0.0703,20,75,1609.34,2551,ACSSTW,0,0,0.0541,3.36162650527545e-05,4.36825033864814e-05,1.45066232661336,2,0.532052655030448
PeeDee/ACSS/TW,NaN,<undefined>,NaN,NaN,0.3957,1.427,1656.4,323.9,1980.3,NaN,NaN,32800,0.0502,0.0663,20,75,1609.34,2637,ACSSTW,0,0,0.0502,3.11929113798203e-05,4.11970124398822e-05,1.44679174519746,2,0.537865596685979
James/ACSS/TW,1730.6,<undefined>,NaN,NaN,0.5375,1.47,1636,585,2221,NaN,NaN,50800,0.0508,0.0663,20,75,1609.34,2657,ACSSTW,0,0,0.0508,3.15657350218102e-05,4.11970124398822e-05,1.41551387039561,2,0.532209618311652
Athabaska/ACSS/TW,1949.6,<undefined>,NaN,NaN,0.4176,1.504,1836,360.7,2197,NaN,NaN,36500,0.0453,0.0595,20,75,1609.34,2808,ACSSTW,0,0,0.0453,2.81481849702362e-05,3.69716778306635e-05,1.39781390302057,2,0.530887949702258
Cumberland/ACSS/TW,1926.9,<undefined>,NaN,NaN,0.5665,1.55,1821,650,2471,NaN,NaN,56400,0.0456,0.06,20,75,1609.34,2802,ACSSTW,0,0,0.0456,2.83345967912312e-05,3.72823641989884e-05,1.37426281466252,2,0.529261209488313
Powder/ACSS/TW,2153.8,<undefined>,NaN,NaN,0.4805,1.602,2042.5,396.1,2438.6,NaN,NaN,45500,0.0412,0.0543,20,75,1609.34,3009,ACSSTW,0,0,0.0412,2.5600556749972e-05,3.37405396000845e-05,1.348166837663,2,0.531214092377971
Santee/ACSS/TW,2627.3,<undefined>,NaN,NaN,0.531,1.761,2491.5,571.1,3062.6,NaN,NaN,55600,0.0338,0.0459,20,75,1609.34,3403,ACSSTW,0,0,0.0338,2.10023984987635e-05,2.85210086122261e-05,1.27154822784001,2,0.541603883710098
Tulip/TW,336.4,<undefined>,NaN,NaN,NaN,0.612,NaN,NaN,315.2,NaN,NaN,6220,0.0514,0.063,25,75,304.8,502,AACTW,0,0,0.0514,0.000168635170603675,0.000206692913385827,2.36188061113948,2,0.2815002220957
Canna/TW,397.5,<undefined>,NaN,NaN,NaN,0.661,NaN,NaN,372.4,NaN,NaN,7230,0.0435,0.0534,25,75,304.8,557,AACTW,0,0,0.0435,0.000142716535433071,0.000175196850393701,2.28427157704946,2,0.280011347947085
Cosmos/TW,477,<undefined>,NaN,NaN,NaN,0.72,NaN,NaN,446.9,NaN,NaN,8530,0.0363,0.0445,25,75,304.8,623,AACTW,0,0,0.0363,0.000119094488188976,0.000145997375328084,2.1974076995412,2,0.276131736716935
Zinnia/TW,500,<undefined>,NaN,NaN,NaN,0.736,NaN,NaN,468.4,NaN,NaN,8940,0.0346,0.0425,25,75,304.8,641,AACTW,0,0,0.0346,0.000113517060367454,0.000139435695538058,2.17783786320995,2,0.27535214890658
Mistletoe/TW,556.5,<undefined>,NaN,NaN,NaN,0.775,NaN,NaN,521.3,NaN,NaN,9950,0.0311,0.0383,25,75,304.8,685,AACTW,0,0,0.0311,0.000102034120734908,0.000125656167979003,2.12899841290471,2,0.274330986646317
Meadowsweet/TW,600,<undefined>,NaN,NaN,NaN,0.803,NaN,NaN,652.1,NaN,NaN,10700,0.0288,0.0355,25,75,304.8,718,AACTW,0,0,0.0288,9.44881889763779e-05,0.000116469816272966,2.09532968712302,2,0.271912362407156
Orchid/TW,636,<undefined>,NaN,NaN,NaN,0.825,NaN,NaN,595.8,NaN,NaN,11400,0.0272,0.0335,25,75,304.8,744,AACTW,0,0,0.0272,8.9238845144357e-05,0.00010990813648294,2.06798857378054,2,0.271243392652675
Verbena/TW,700,<undefined>,NaN,NaN,NaN,0.864,NaN,NaN,655.7,NaN,NaN,12500,0.0247,0.0305,25,75,304.8,789,AACTW,0,0,0.0247,8.10367454068241e-05,0.0001000656167979,2.02563932160396,2,0.269698559775622
Nasturtium/TW,750,<undefined>,NaN,NaN,NaN,0.893,NaN,NaN,702.6,NaN,NaN,13400,0.023,0.0286,25,75,304.8,823,AACTW,0,0,0.023,7.54593175853018e-05,9.38320209973753e-05,2.00027849069712,2,0.27005705354508
Arbutus/TW,795,<undefined>,NaN,NaN,NaN,0.919,NaN,NaN,744.7,NaN,NaN,13900,0.0217,0.027,25,75,304.8,853,AACTW,0,0,0.0217,7.11942257217848e-05,8.85826771653543e-05,1.9732595647745,2,0.267061079424979
Cockscomb/TW,900,<undefined>,NaN,NaN,NaN,0.99,NaN,NaN,846.6,NaN,NaN,15800,0.0192,0.0239,25,75,304.8,924,AACTW,0,0,0.0192,6.2992125984252e-05,7.84120734908136e-05,1.90276380915947,2,0.264647231773495
