Name,Size,MetalOD,LowTempC,LowResistancemile,LowResistancemeter,HiTempC,HiResistancemile,HiResistancemeter,alpha,beta,Type,Validated,minfirstderivative,Tc0hot,Tc0cold
1351.5 - 54/19,1351.5,1.424,25,0.0815,5.06419e-05,75,0.097,6.02732e-05,4.58262e-05,1.92626e-07,AACSR,0,0,0,0
1431.0 - 45/7,1431,1.427,25,0.0781,4.85292e-05,75,0.091,5.65449e-05,4.45214e-05,1.60314e-07,AACSR,0,0,0,0
1431.0 - 54/19,1431,1.465,25,0.0772,4.797e-05,75,0.0918,5.7042e-05,4.3434e-05,1.81441e-07,AACSR,0,0,0,0
1510.5 - 45/7,1510.5,1.466,25,0.0743,4.6168e-05,75,0.0864,5.36866e-05,4.24087e-05,1.50372e-07,AACSR,0,0,0,0
1510.5 - 54/19,1510.5,1.505,25,0.0734,4.56088e-05,75,0.0872,5.41837e-05,4.13213e-05,1.71499e-07,AACSR,0,0,0,0
1590.0 - 45/7,1590,1.504,25,0.0709,4.40553e-05,75,0.0824,5.12011e-05,4.04824e-05,1.42916e-07,AACSR,0,0,0,0
1590.0 - 54/19,1590,1.545,25,0.07,4.34961e-05,75,0.083,5.15739e-05,3.94572e-05,1.61557e-07,AACSR,0,0,0,0
1780.0 - 84/19,1780,1.602,25,0.064,3.97679e-05,75,0.0739,4.59194e-05,3.66921e-05,1.23032e-07,AACSR,0,0,0,0
2034.5 - 72/7,2034.5,1.681,25,0.0577,3.58532e-05,75,0.0663,4.1197e-05,3.31813e-05,1.06876e-07,AACSR,0,0,0,0
2057.0 - 76/19,2057,1.7,25,0.0569,3.53561e-05,75,0.0653,4.05756e-05,3.27463e-05,1.04391e-07,AACSR,0,0,0,0
2156.0 - 84/19,2156,1.762,25,0.0541,3.36163e-05,75,0.0621,3.85872e-05,3.11308e-05,9.94196e-08,AACSR,0,0,0,0
2167.0 - 72/7,2167,1.735,25,0.0547,3.39891e-05,75,0.0627,3.89601e-05,3.15036e-05,9.94196e-08,AACSR,0,0,0,0
2312.0 - 76/19,2312,1.802,25,0.0516,3.20628e-05,75,0.0589,3.65989e-05,2.97948e-05,9.07204e-08,AACSR,0,0,0,0
2515.0 - 76/19,2515,1.88,25,0.0481,2.9888e-05,75,0.0548,3.40512e-05,2.78064e-05,8.32639e-08,AACSR,0,0,0,0
Logan,322.5,0.6,25,0.2898,0.000180074,75,0.3468,0.000215492,0.000162365,7.08365e-07,AACTW,1,-0.297234347030088,558.548374908994,-100
Tulip,336.4,0.612,25,0.2779,0.000172679,75,0.3325,0.000206606,0.000155716,6.78539e-07,AACTW,1,-0.300668051512404,554.011338254473,-100
Canna,397.5,0.661,25,0.2355,0.000146333,75,0.2817,0.000175041,0.00013198,5.74148e-07,AACTW,1,-0.314468157349828,536.78186177863,-100
Wheeler,449.4,0.7,25,0.2087,0.00012968,75,0.2494,0.00015497,0.000117036,5.05797e-07,AACTW,1,-0.325208800203562,524.388603096516,-100
Cosmos,477,0.72,25,0.1968,0.000122286,75,0.2352,0.000146147,0.000110356,4.77214e-07,AACTW,1,-0.330631350388006,518.462462942251,-100
Zinnia,500,0.736,25,0.1879,0.000116756,75,0.2245,0.000139498,0.000105385,4.54845e-07,AACTW,1,-0.334933787486226,513.872357634105,-100
Mistletoe,556.5,0.775,25,0.1691,0.000105074,75,0.202,0.000125517,9.48525e-05,4.08863e-07,AACTW,1,-0.34529881671512,503.2932861644,-100
Robson,595.8,0.8,25,0.1582,9.83012e-05,75,0.1888,0.000117315,8.87942e-05,3.8028e-07,AACTW,1,-0.351840713318422,496.913717848907,-100
Meadowsweet,600,0.803,25,0.1571,9.76177e-05,75,0.1875,0.000116507,8.81728e-05,3.77795e-07,AACTW,1,-0.352622002946561,496.169036393224,-100
Orchid,636,0.825,25,0.1485,9.22739e-05,75,0.1771,0.000110045,8.33882e-05,3.55425e-07,AACTW,1,-0.3583215911381,490.826321351113,-100
Verbena,700,0.864,25,0.1353,8.40717e-05,75,0.1613,0.000100227,7.59939e-05,3.23114e-07,AACTW,1,-0.368291695001504,481.83132976105,-100
Nasturtium,750,0.893,25,0.1266,7.86658e-05,75,0.1508,9.3703e-05,7.11472e-05,3.00744e-07,AACTW,1,-0.375608676109199,475.519943853121,-100
McKinley,761.5,0.9,25,0.1247,7.74852e-05,75,0.1486,9.2336e-05,7.00598e-05,2.97016e-07,AACTW,1,-0.37736427978226,474.052706899166,-100
Arbutus,795,0.919,25,0.1197,7.43783e-05,75,0.1425,8.85456e-05,6.72947e-05,2.83346e-07,AACTW,1,-0.382105844075611,470.117031135736,-100
Cockscomb,900,0.99,25,0.1064,6.61141e-05,75,0.1264,7.85415e-05,5.99003e-05,2.48549e-07,AACTW,1,-0.399527902077895,456.527494161107,-100
Rainier,918.8,1,25,0.1043,6.48092e-05,75,0.1239,7.69881e-05,5.87197e-05,2.43578e-07,AACTW,1,-0.401949200571253,454.689193104323,-100
Magnolia,954,1.018,25,0.1007,6.25722e-05,75,0.1195,7.4254e-05,5.67313e-05,2.33636e-07,AACTW,1,-0.40627600313158,451.460047854279,-100
Hawkweed,1000,1.041,25,0.0963,5.98382e-05,75,0.1142,7.09608e-05,5.42769e-05,2.22451e-07,AACTW,1,-0.411768091936795,447.454411781791,-100
Bluebell,1033.5,1.057,25,0.0934,5.80362e-05,75,0.1107,6.8786e-05,5.26613e-05,2.14995e-07,AACTW,1,-0.415567176422342,444.734271903454,-100
Marigold,1113,1.095,25,0.0872,5.41837e-05,75,0.1032,6.41257e-05,4.92127e-05,1.98839e-07,AACTW,1,-0.424522600673494,438.513996517995,-100
Helens,1123.1,1.1,25,0.0865,5.37487e-05,75,0.1023,6.35664e-05,4.88399e-05,1.96354e-07,AACTW,1,-0.425693458487222,437.716406631565,-100
Hawthorn,1192.5,1.132,25,0.0819,5.08904e-05,75,0.0967,6.00867e-05,4.62923e-05,1.83926e-07,AACTW,1,-0.433125816683712,432.734427158734,-100
Narcissus,1272,1.168,25,0.0772,4.797e-05,75,0.0911,5.66071e-05,4.36514e-05,1.72742e-07,AACTW,1,-0.441412776977938,427.355791022886,-100
Baker,1346.8,1.2,25,0.0734,4.56088e-05,75,0.0864,5.36866e-05,4.15698e-05,1.61557e-07,AACTW,1,-0.448715582710311,422.766607352686,-100
Columbine,1351.5,1.202,25,0.0731,4.54223e-05,75,0.0861,5.35002e-05,4.13834e-05,1.61557e-07,AACTW,1,-0.449169784892031,422.490507162058,-100
Carnation,1431,1.236,25,0.0695,4.31854e-05,75,0.0817,5.07662e-05,3.9395e-05,1.51615e-07,AACTW,1,-0.456837436009658,417.808862648087,-100
Hood,1583.2,1.3,25,0.0637,3.95814e-05,75,0.0746,4.63544e-05,3.6195e-05,1.35459e-07,AACTW,1,-0.4710976219989,409.47016146538,-100
Coreopsis,1590,1.315,25,0.0635,3.94572e-05,75,0.0743,4.6168e-05,3.61018e-05,1.34217e-07,AACTW,1,-0.474414030254921,407.647086397283,-100
Jessamine,1750,1.377,25,0.0585,3.63503e-05,75,0.0683,4.24398e-05,3.33056e-05,1.21789e-07,AACTW,1,-0.487943597214449,400.186833441314,-100
Whitney,1812.7,1.4,25,0.0568,3.5294e-05,75,0.0662,4.11349e-05,3.23735e-05,1.16818e-07,AACTW,1,-0.492913448088779,397.530642010812,-100
Cowslip,2000,1.468,25,0.0525,3.26221e-05,75,0.0609,3.78416e-05,3.00123e-05,1.04391e-07,AACTW,1,-0.507463606623667,390.04054357233,-100
Powell,2093.6,1.5,25,0.051,3.169e-05,75,0.0591,3.67231e-05,2.91734e-05,1.00662e-07,AACTW,1,-0.514220806913379,386.689926553942,-100
Jefferson,2388.1,1.6,25,0.0461,2.86453e-05,75,0.053,3.29328e-05,2.65015e-05,8.57494e-08,AACTW,1,-0.535069313590619,376.772580550737,-100
Lupine,2500,1.648,25,0.0446,2.77132e-05,75,0.0511,3.17521e-05,2.56938e-05,8.07785e-08,AACTW,1,-0.544911993774682,372.332291634996,-100
Trillium,3000,1.799,25,0.0392,2.43578e-05,75,0.0445,2.76511e-05,2.27112e-05,6.58655e-08,AACTW,1,-0.575306427420783,359.359794966846,-100
Junco,266.8,0.66,25,0.332,0.000206296,75,0.3991,0.00024799,0.000185449,8.33882e-07,ACSS,1,-0.31445772615418,578.270055196214,-100
Partridge,266.8,0.642,25,0.3343,0.000207725,75,0.4019,0.00024973,0.000186723,8.40096e-07,ACSS,1,-0.309395057235923,580.849307266225,-100
Ostrich,300,0.68,25,0.2974,0.000184796,75,0.3575,0.000222141,0.000166124,7.4689e-07,ACSS,1,-0.319940635638052,570.764261143227,-100
Linnet,336.4,0.72,25,0.2654,0.000164912,75,0.319,0.000198218,0.00014826,6.66112e-07,ACSS,1,-0.330834744480035,560.959670618937,-100
Oriole,336.4,0.741,25,0.2635,0.000163732,75,0.3167,0.000196789,0.000147203,6.61141e-07,ACSS,1,-0.336505528044934,558.639664029431,-100
WoodCock,336.4,0.701,25,0.2677,0.000166341,75,0.3218,0.000199958,0.000149533,6.72325e-07,ACSS,1,-0.325656999331921,563.457551574768,-100
Brant,397.5,0.772,25,0.2258,0.000140306,75,0.2714,0.000168641,0.000126139,5.66692e-07,ACSS,1,-0.344680924252554,548.223979960442,-100
Ibis,397.5,0.783,25,0.2248,0.000139685,75,0.2701,0.000167833,0.00012561,5.62964e-07,ACSS,1,-0.347583306718903,547.06879576267,-100
Lark,397.5,0.806,25,0.2232,0.00013869,75,0.2681,0.00016659,0.000124741,5.57993e-07,ACSS,1,-0.353611924334302,544.867421235859,-100
Ptarmigan,397.5,0.752,25,0.2277,0.000141487,75,0.2737,0.00017007,0.000127195,5.71663e-07,ACSS,1,-0.33935583288477,550.56149485255,-100
Flicker,477,0.846,25,0.1885,0.000117129,75,0.2264,0.000140679,0.000105354,4.71001e-07,ACSS,1,-0.363866862588492,533.415477232617,-100
Hawk,477,0.858,25,0.1876,0.00011657,75,0.2253,0.000139995,0.000104857,4.68515e-07,ACSS,1,-0.366933072247232,532.307576594098,-100
Hen,477,0.883,25,0.1862,0.0001157,75,0.2236,0.000138939,0.00010408,4.64787e-07,ACSS,1,-0.37327959157113,530.341063767729,-100
Tailorbird,477,0.824,25,0.1901,0.000118123,75,0.2284,0.000141922,0.000106224,4.75972e-07,ACSS,1,-0.358196663224721,535.524157973427,-100
Dove,556.5,0.927,25,0.161,0.000100041,75,0.1933,0.000120111,9.00058e-05,4.01407e-07,ACSS,1,-0.384234864899445,520.231509722382,-100
Parakeet,556.5,0.914,25,0.1618,0.000100538,75,0.1943,0.000120733,9.04408e-05,4.03892e-07,ACSS,1,-0.381001003285098,521.24969231429,-100
Sapsucker,556.5,0.901,25,0.1626,0.000101035,75,0.1952,0.000121292,9.09068e-05,4.05135e-07,ACSS,1,-0.377743508759472,522.311194776482,-100
Peacock,605,0.953,25,0.149,9.25845e-05,75,0.1789,0.000111164,8.3295e-05,3.71581e-07,ACSS,1,-0.39062237297837,514.776078089506,-100
Squab,605,0.966,25,0.1483,9.21496e-05,75,0.178,0.000110604,8.29222e-05,3.69095e-07,ACSS,1,-0.393812950224772,513.868533068315,-100
Teal,605,0.994,25,0.1472,9.14661e-05,75,0.1767,0.000109797,8.23008e-05,3.6661e-07,ACSS,1,-0.400641626212926,512.198865003339,-100
Wood Duck,605,0.994,25,0.1471,9.14039e-05,75,0.1766,0.000109734,8.22387e-05,3.6661e-07,ACSS,1,-0.400641299107989,512.161628693199,-100
Egret,636,1.019,25,0.1402,8.71165e-05,75,0.1682,0.000104515,7.84172e-05,3.47969e-07,ACSS,1,-0.40665534712774,508.489305918065,-100
Goldfinch,636,0.963,25,0.1426,8.86078e-05,75,0.1711,0.000106317,7.97532e-05,3.54182e-07,ACSS,1,-0.393058467319171,512.00428022298,-100
Grosbeak,636,0.991,25,0.1412,8.77378e-05,75,0.1694,0.000105261,7.89765e-05,3.50454e-07,ACSS,1,-0.39989270046271,510.086238953141,-100
Rook,636,0.977,25,0.1419,8.81728e-05,75,0.1702,0.000105758,7.93804e-05,3.51697e-07,ACSS,1,-0.396483139395425,511.02379140745,-100
Scoter,636,1.019,25,0.1401,8.70543e-05,75,0.1681,0.000104453,7.83551e-05,3.47969e-07,ACSS,1,-0.406655014746229,508.449938048184,-100
Flamingo,666.6,1,25,0.1355,8.4196e-05,75,0.1625,0.000100973,7.58075e-05,3.35541e-07,ACSS,1,-0.402059206007708,507.487912502686,-100
Gannet,666.6,1.014,25,0.1348,8.3761e-05,75,0.1617,0.000100476,7.54036e-05,3.34299e-07,ACSS,1,-0.405435231464567,506.562207322869,-100
Redwing,715.5,1.081,25,0.1248,7.75473e-05,75,0.1497,9.30195e-05,6.98112e-05,3.09444e-07,ACSS,1,-0.421362357715606,499.83387379864,-100
Starling,715.5,1.051,25,0.1258,7.81687e-05,75,0.1508,9.3703e-05,7.04015e-05,3.10686e-07,ACSS,1,-0.414257597058545,501.343436705773,-100
Stilt,715.5,1.036,25,0.1264,7.85415e-05,75,0.1516,9.42001e-05,7.07122e-05,3.13172e-07,ACSS,1,-0.410682313037981,502.204179303401,-100
Condor,795,1.092,25,0.1141,7.08986e-05,75,0.1406,8.7365e-05,6.26654e-05,3.29328e-07,ACSS,1,-0.42391650000521,494.546095736899,-100
Cuckoo,795,1.092,25,0.1141,7.08986e-05,75,0.1367,8.49417e-05,6.38771e-05,2.8086e-07,ACSS,1,-0.42391654847121,494.546095736899,-100
Drake,795,1.108,25,0.1135,7.05258e-05,75,0.1359,8.44446e-05,6.35664e-05,2.78375e-07,ACSS,1,-0.42766220502169,493.716912944626,-100
Macaw,795,1.055,25,0.1157,7.18928e-05,75,0.1385,8.60601e-05,6.48092e-05,2.83346e-07,ACSS,1,-0.41517378542402,496.820735689541,-100
Mallard,795,1.14,25,0.1125,6.99044e-05,75,0.1349,8.38232e-05,6.29451e-05,2.78375e-07,ACSS,1,-0.435092110960024,492.233757856334,-100
Puffin,795,1.077,25,0.1147,7.12715e-05,75,0.1374,8.53766e-05,6.42189e-05,2.82103e-07,ACSS,1,-0.420383077729136,495.419235629139,-100
Tern,795,1.063,25,0.1153,7.16443e-05,75,0.139,8.63708e-05,6.4281e-05,2.94531e-07,ACSS,1,-0.417071740454192,496.285756105126,-100
Canary,900,1.162,25,0.1012,6.28829e-05,75,0.1245,7.73609e-05,5.56439e-05,2.8956e-07,ACSS,1,-0.440125496313937,485.7337269909,-100
Ruddy,900,1.131,25,0.1023,6.35664e-05,75,0.1232,7.65531e-05,5.70731e-05,2.59734e-07,ACSS,1,-0.432971415380639,487.36543869384,-100
Canvasback,954,1.248,25,0.0942,5.85333e-05,75,0.1128,7.00908e-05,5.27545e-05,2.31151e-07,ACSS,1,-0.459628280320082,479.623465577742,-100
Cardinal,954,1.196,25,0.0956,5.94032e-05,75,0.1176,7.30734e-05,5.25681e-05,2.73404e-07,ACSS,1,-0.447889810855176,481.62210834889,-100
Corncrake,954,1.165,25,0.0968,6.01489e-05,75,0.1156,7.18307e-05,5.4308e-05,2.33636e-07,ACSS,1,-0.440799052149956,483.250785319155,-100
Rail,954,1.165,25,0.0968,6.01489e-05,75,0.1164,7.23278e-05,5.40594e-05,2.43578e-07,ACSS,1,-0.440799042207956,483.250785319155,-100
Redbird,954,1.196,25,0.0956,5.94032e-05,75,0.1144,7.1085e-05,5.35623e-05,2.33636e-07,ACSS,1,-0.447889850623176,481.62210834889,-100
Towhee,954,1.175,25,0.0964,5.99003e-05,75,0.1152,7.15821e-05,5.40594e-05,2.33636e-07,ACSS,1,-0.443092509665424,482.707006736721,-100
Curlew,1033.5,1.245,25,0.0886,5.50536e-05,75,0.1087,6.75432e-05,4.88088e-05,2.49792e-07,ACSS,1,-0.458934469134656,476.179464419583,-100
Ortolan,1033.5,1.212,25,0.0897,5.57371e-05,75,0.1077,6.69218e-05,5.01448e-05,2.23694e-07,ACSS,1,-0.451503704624782,477.724106548893,-100
Snowbird,1033.5,1.203,25,0.0901,5.59857e-05,75,0.1074,6.67354e-05,5.06108e-05,2.14995e-07,ACSS,1,-0.449463841136073,478.238858978122,-100
Bluejay,1113,1.258,25,0.0837,5.20089e-05,75,0.1003,6.23237e-05,4.68515e-05,2.06296e-07,ACSS,1,-0.46182846717781,472.737084595444,-100
Finch,1113,1.292,25,0.083,5.15739e-05,75,0.1017,6.31936e-05,4.57641e-05,2.32393e-07,ACSS,1,-0.469401087541852,471.518400375212,-100
Bunting,1192.5,1.302,25,0.0785,4.87778e-05,75,0.0939,5.83469e-05,4.39932e-05,1.91383e-07,ACSS,1,-0.471600430218054,468.20855380788,-100
Grackle,1192.5,1.337,25,0.0777,4.82807e-05,75,0.0951,5.90925e-05,4.28747e-05,2.16238e-07,ACSS,1,-0.479307003257797,466.946145632867,-100
Bittern,1272,1.345,25,0.0739,4.59194e-05,75,0.0884,5.49293e-05,4.14145e-05,1.80198e-07,ACSS,1,-0.481041192502416,463.985938866478,-100
Pheasant,1272,1.381,25,0.0732,4.54845e-05,75,0.0894,5.55507e-05,4.04514e-05,2.01325e-07,ACSS,1,-0.488871400628068,462.820719943378,-100
Dipper,1351.5,1.386,25,0.0699,4.3434e-05,75,0.0835,5.18846e-05,3.92086e-05,1.69013e-07,ACSS,1,-0.489941374065393,460.11081380826,-100
Martin,1351.5,1.424,25,0.0692,4.2999e-05,75,0.0844,5.24439e-05,3.82766e-05,1.88897e-07,ACSS,1,-0.498132714095007,459.007992080518,-100
Bobolink,1431,1.427,25,0.0664,4.12591e-05,75,0.0791,4.91506e-05,3.73134e-05,1.57829e-07,ACSS,1,-0.498765592062309,456.597838611535,-100
Plover,1431,1.465,25,0.0656,4.07621e-05,75,0.0799,4.96477e-05,3.63192e-05,1.77713e-07,ACSS,1,-0.50688272187216,455.415785600194,-100
Nuthatch,1510.5,1.466,25,0.0633,3.93329e-05,75,0.0752,4.67272e-05,3.56357e-05,1.47887e-07,ACSS,1,-0.507085471180705,453.323549064575,-100
Parrot,1510.5,1.505,25,0.0624,3.87737e-05,75,0.0759,4.71622e-05,3.45794e-05,1.67771e-07,ACSS,1,-0.515322423371065,452.087779970214,-100
Falcon,1590,1.544,25,0.0596,3.70338e-05,75,0.0724,4.49874e-05,3.3057e-05,1.59071e-07,ACSS,1,-0.523489028265329,449.092794546076,-100
Lapwing,1590,1.504,25,0.0605,3.75931e-05,75,0.0718,4.46146e-05,3.40823e-05,1.4043e-07,ACSS,1,-0.515104073547859,450.297598089382,-100
Ratite,1590,1.492,25,0.0608,3.77795e-05,75,0.0718,4.46146e-05,3.43619e-05,1.36702e-07,ACSS,1,-0.512575994506056,450.727946608856,-100
Chukar,1780,1.601,25,0.0547,3.39891e-05,75,0.0645,4.00785e-05,3.09444e-05,1.21789e-07,ACSS,1,-0.535313769159301,443.616846953951,-100
Mockingbird,2034.5,1.681,25,0.0498,3.09444e-05,75,0.0581,3.61018e-05,2.83657e-05,1.03148e-07,ACSS,1,-0.551653714058944,437.643216093181,-100
Roadrunner,2057,1.7,25,0.049,3.04473e-05,75,0.0573,3.56047e-05,2.78686e-05,1.03148e-07,ACSS,1,-0.555501082559503,436.621816948671,-100
Bluebird,2156,1.762,25,0.0466,2.8956e-05,75,0.0544,3.38027e-05,2.65326e-05,9.69341e-08,ACSS,1,-0.567971391838498,433.478651253762,-100
Kiwi,2167,1.735,25,0.0473,2.93909e-05,75,0.0551,3.42376e-05,2.69676e-05,9.69341e-08,ACSS,1,-0.56255503012165,434.397558882197,-100
Thrasher,2312,1.802,25,0.0447,2.77754e-05,75,0.0519,3.22492e-05,2.55384e-05,8.94777e-08,ACSS,1,-0.575926320400465,430.92613271031,-100
Joree,2515,1.88,25,0.0419,2.60355e-05,75,0.0484,3.00744e-05,2.40161e-05,8.07785e-08,ACSS,1,-0.591277597218003,427.066225437329,-100
Merlin,336.4,0.63,25,0.2756,0.00017125,75,0.3298,0.000204929,0.000154411,6.73568e-07,ACSRTW,1,-0.305821683233935,556.213811708604,-100
Monongahela,405.1,0.68,25,0.2291,0.000142356,75,0.274,0.000170256,0.000128407,5.57993e-07,ACSRTW,1,-0.319745951864942,537.555682043902,-100
Flicker,477,0.776,25,0.193,0.000119925,75,0.2307,0.000143351,0.000108212,4.68515e-07,ACSRTW,1,-0.345639642189961,509.600199098446,-100
Hawk,477,0.789,25,0.1923,0.00011949,75,0.2298,0.000142791,0.000107839,4.6603e-07,ACSRTW,1,-0.349064469556204,506.464878986856,-100
Dove,556.5,0.852,25,0.165,0.000102527,75,0.1972,0.000122535,9.25224e-05,4.00164e-07,ACSRTW,1,-0.365328758385108,490.294860065683,-100
Parakeet,556.5,0.835,25,0.1657,0.000102961,75,0.198,0.000123032,9.29263e-05,4.01407e-07,ACSRTW,1,-0.360966490726195,494.009094818257,-100
Calumet,565.3,0.858,25,0.1625,0.000100973,75,0.1941,0.000120608,9.11554e-05,3.92708e-07,ACSRTW,1,-0.366853565637079,488.826754702997,-100
Mohawk,571.7,0.846,25,0.1613,0.000100227,75,0.1928,0.000119801,9.04408e-05,3.91465e-07,ACSRTW,1,-0.363780345087784,491.306886635904,-100
Grosbeak,636,0.908,25,0.1446,8.98505e-05,75,0.1727,0.000107311,8.11202e-05,3.49211e-07,ACSRTW,1,-0.379441734396416,477.312129836645,-100
Rook,636,0.89,25,0.1452,9.02233e-05,75,0.1735,0.000107808,8.14309e-05,3.51697e-07,ACSRTW,1,-0.374916262455547,480.924349293436,-100
Swift,636,0.85,25,0.1482,9.20874e-05,75,0.1816,0.000112841,8.17105e-05,4.15077e-07,ACSRTW,1,-0.364761335459413,489.454326263905,-100
Oswego,664.8,0.927,25,0.1385,8.60601e-05,75,0.1653,0.000102713,7.77337e-05,3.33056e-07,ACSRTW,1,-0.38416048819495,473.188180443588,-100
Mystic,666.6,0.913,25,0.1387,8.61844e-05,75,0.1656,0.000102899,7.78269e-05,3.34299e-07,ACSRTW,1,-0.380674494505809,475.889632175654,-100
Wabash,762.8,0.99,25,0.1212,7.53104e-05,75,0.1446,8.98505e-05,6.80403e-05,2.90802e-07,ACSRTW,1,-0.399581203320703,460.403455412422,-100
Maumee,768.2,0.977,25,0.1207,7.49997e-05,75,0.1439,8.94155e-05,6.77918e-05,2.88317e-07,ACSRTW,1,-0.396410518568984,462.65075412368,-100
Nechako,768.9,0.93,25,0.1232,7.65531e-05,75,0.1506,9.35787e-05,6.80403e-05,3.40512e-07,ACSRTW,1,-0.384851685233404,471.470789252058,-100
Condor,795,0.993,25,0.1167,7.25142e-05,75,0.1392,8.64951e-05,6.55238e-05,2.79618e-07,ACSRTW,1,-0.400294744993211,459.543603248243,-100
Drake,795,1.01,25,0.1161,7.21414e-05,75,0.1386,8.61223e-05,6.51509e-05,2.79618e-07,ACSRTW,1,-0.40440739779458,456.575834501448,-100
Puffin,795,0.98,25,0.1171,7.27627e-05,75,0.1396,8.67436e-05,6.57723e-05,2.79618e-07,ACSRTW,1,-0.397130171956685,461.848185521465,-100
Tern,795,0.96,25,0.1178,7.31977e-05,75,0.1405,8.73029e-05,6.61451e-05,2.82103e-07,ACSRTW,1,-0.392236469414573,465.488434992028,-100
Fraser,946.7,1.077,25,0.0995,6.18266e-05,75,0.1214,7.54347e-05,5.50226e-05,2.72161e-07,ACSRTW,1,-0.420328048270304,444.395139955587,-100
Cardinal,954,1.084,25,0.0977,6.07081e-05,75,0.1164,7.23278e-05,5.48983e-05,2.32393e-07,ACSRTW,1,-0.421973265363339,443.183261885704,-100
Phoenix,954,1.044,25,0.0996,6.18887e-05,75,0.1213,7.53725e-05,5.51468e-05,2.69676e-07,ACSRTW,1,-0.412496257098332,449.681913850567,-100
Rail,954,1.061,25,0.0993,6.17023e-05,75,0.121,7.51861e-05,5.49604e-05,2.69676e-07,ACSRTW,1,-0.416539201645404,446.921722486493,-100
Kettle,957.2,1.06,25,0.099,6.15159e-05,75,0.1206,7.49376e-05,5.48051e-05,2.68433e-07,ACSRTW,1,-0.416300746361614,447.06010161817,-100
Suwannee,959.6,1.108,25,0.0967,6.00867e-05,75,0.1152,7.15821e-05,5.4339e-05,2.29908e-07,ACSRTW,1,-0.427601189742105,439.436009281834,-100
Columbia,966.2,1.092,25,0.0966,6.00246e-05,75,0.115,7.14579e-05,5.4308e-05,2.28665e-07,ACSRTW,1,-0.423853065196107,441.860939413354,-100
Curlew,1033.5,1.129,25,0.0905,5.62342e-05,75,0.1077,6.69218e-05,5.08904e-05,2.13752e-07,ACSRTW,1,-0.432463544332636,435.855000904147,-100
Ortolan,1033.5,1.102,25,0.092,5.71663e-05,75,0.112,6.95937e-05,5.09526e-05,2.48549e-07,ACSRTW,1,-0.426182255883953,440.004571482832,-100
Snowbird,1033.5,1.089,25,0.0923,5.73527e-05,75,0.1123,6.97802e-05,5.1139e-05,2.48549e-07,ACSRTW,1,-0.423130802758995,442.009855249664,-100
Avocet,1113,1.129,25,0.0861,5.35002e-05,75,0.1045,6.49335e-05,4.77836e-05,2.28665e-07,ACSRTW,1,-0.43244655210591,435.533723169005,-100
Bluejay,1113,1.143,25,0.0858,5.33138e-05,75,0.1042,6.4747e-05,4.75972e-05,2.28665e-07,ACSRTW,1,-0.435687295389622,433.459627177932,-100
Finch,1113,1.185,25,0.0848,5.26924e-05,75,0.1032,6.41257e-05,4.69758e-05,2.28665e-07,ACSRTW,1,-0.445337788883763,427.449122862743,-100
Genesee,1158,1.165,25,0.0826,5.13254e-05,75,0.1003,6.23237e-05,4.58262e-05,2.19966e-07,ACSRTW,1,-0.440745025239755,430.081502532456,-100
Hudson,1158.4,1.196,25,0.0811,5.03933e-05,75,0.0964,5.99003e-05,4.56398e-05,1.9014e-07,ACSRTW,1,-0.44783478372494,425.677863760993,-100
Cheyenne,1168.1,1.155,25,0.0823,5.1139e-05,75,0.0998,6.2013e-05,4.5702e-05,2.1748e-07,ACSRTW,1,-0.438442820957099,431.485793651246,-100
Bunting,1192.5,1.181,25,0.0804,4.99584e-05,75,0.0975,6.05838e-05,4.46456e-05,2.12509e-07,ACSRTW,1,-0.444405649838897,427.686406297103,-100
Grackle,1192.5,1.225,25,0.0794,4.9337e-05,75,0.0965,5.99625e-05,4.40243e-05,2.12509e-07,ACSRTW,1,-0.45440013861328,421.655283442648,-100
Oxbird,1192.5,1.167,25,0.0807,5.01448e-05,75,0.0978,6.07703e-05,4.4832e-05,2.12509e-07,ACSRTW,1,-0.441197036806293,429.660198464665,-100
Yukon,1233.6,1.245,25,0.0769,4.77836e-05,75,0.0934,5.80362e-05,4.26572e-05,2.05053e-07,ACSRTW,1,-0.458889250312126,418.859395231957,-100
Nelson,1257.1,1.213,25,0.0765,4.7535e-05,75,0.0927,5.76013e-05,4.25019e-05,2.01325e-07,ACSRTW,1,-0.451678570769051,423.037131264714,-100
Bittern,1272,1.22,25,0.0757,4.70379e-05,75,0.0917,5.69799e-05,4.20669e-05,1.98839e-07,ACSRTW,1,-0.453257212560854,422.0539339585,-100
Catawba,1272,1.203,25,0.076,4.72243e-05,75,0.092,5.71663e-05,4.22533e-05,1.98839e-07,ACSRTW,1,-0.449409094906557,424.353054963191,-100
Pheasant,1272,1.264,25,0.0747,4.64165e-05,75,0.0907,5.63585e-05,4.14456e-05,1.98839e-07,ACSRTW,1,-0.463134463181251,416.255216376205,-100
Scissortail,1272,1.203,25,0.076,4.72243e-05,75,0.092,5.71663e-05,4.22533e-05,1.98839e-07,ACSRTW,1,-0.449409094906557,424.353054963191,-100
Thames,1334.6,1.29,25,0.0714,4.4366e-05,75,0.0866,5.38109e-05,3.96436e-05,1.88897e-07,ACSRTW,1,-0.468911562439205,412.772520919145,-100
Dipper,1351.5,1.256,25,0.0716,4.44903e-05,75,0.0865,5.37487e-05,3.98611e-05,1.85169e-07,ACSRTW,1,-0.461333153285114,417.056339537529,-100
