Name,Size,Metal OD,Low Temp ûC,Low Resistance ½/mile,Low Resistance ½/meter,Hi Temp ûC,Hi Resistance ½/mile,Hi Resistance ½/meter,alpha,beta,Type
Bluejay,1113,1.258,25,0.0837,5.20089E-05,75,0.1003,6.23237E-05,4.68515E-05,2.06296E-07,ACSS
Finch,1113,1.292,25,0.0830,5.15739E-05,75,0.1017,6.31936E-05,4.57641E-05,2.32393E-07,ACSS
Bunting,1192.5,1.302,25,0.0785,4.87778E-05,75,0.0939,5.83469E-05,4.39932E-05,1.91383E-07,ACSS
Grackle,1192.5,1.337,25,0.0777,4.82807E-05,75,0.0951,5.90925E-05,4.28747E-05,2.16238E-07,ACSS
Bittern,1272,1.345,25,0.0739,4.59194E-05,75,0.0884,5.49293E-05,4.14145E-05,1.80198E-07,ACSS
Pheasant,1272,1.381,25,0.0732,4.54845E-05,75,0.0894,5.55507E-05,4.04514E-05,2.01325E-07,ACSS
Dipper,1351.5,1.386,25,0.0699,4.3434E-05,75,0.0835,5.18846E-05,3.92086E-05,1.69013E-07,ACSS
Martin,1351.5,1.424,25,0.0692,4.2999E-05,75,0.0844,5.24439E-05,3.82766E-05,1.88897E-07,ACSS
Bobolink,1431,1.427,25,0.0664,4.12591E-05,75,0.0791,4.91506E-05,3.73134E-05,1.57829E-07,ACSS
Plover,1431,1.465,25,0.0656,4.07621E-05,75,0.0799,4.96477E-05,3.63192E-05,1.77713E-07,ACSS
Nuthatch,1510.5,1.466,25,0.0633,3.93329E-05,75,0.0752,4.67272E-05,3.56357E-05,1.47887E-07,ACSS
Parrot,1510.5,1.505,25,0.0624,3.87737E-05,75,0.0759,4.71622E-05,3.45794E-05,1.67771E-07,ACSS
Falcon,1590,1.544,25,0.0596,3.70338E-05,75,0.0724,4.49874E-05,3.3057E-05,1.59071E-07,ACSS
Lapwing,1590,1.504,25,0.0605,3.75931E-05,75,0.0718,4.46146E-05,3.40823E-05,1.4043E-07,ACSS
Ratite,1590,1.492,25,0.0608,3.77795E-05,75,0.0718,4.46146E-05,3.43619E-05,1.36702E-07,ACSS
Chukar,1780,1.601,25,0.0547,3.39891E-05,75,0.0645,4.00785E-05,3.09444E-05,1.21789E-07,ACSS
Mockingbird,2034.5,1.681,25,0.0498,3.09444E-05,75,0.0581,3.61018E-05,2.83657E-05,1.03148E-07,ACSS
Roadrunner,2057,1.700,25,0.0490,3.04473E-05,75,0.0573,3.56047E-05,2.78686E-05,1.03148E-07,ACSS
Bluebird,2156,1.762,25,0.0466,2.8956E-05,75,0.0544,3.38027E-05,2.65326E-05,9.69341E-08,ACSS
Kiwi,2167,1.735,25,0.0473,2.93909E-05,75,0.0551,3.42376E-05,2.69676E-05,9.69341E-08,ACSS
Thrasher,2312,1.802,25,0.0447,2.77754E-05,75,0.0519,3.22492E-05,2.55384E-05,8.94777E-08,ACSS
Joree,2515,1.880,25,0.0419,2.60355E-05,75,0.0484,3.00744E-05,2.40161E-05,8.07785E-08,ACSS
Merlin,336.4,0.63,25,0.2756,0.00017125,75,0.3298,0.000204929,0.000154411,6.73568E-07,ACSRTW
Monongahela,405.1,0.68,25,0.2291,0.000142356,75,0.2740,0.000170256,0.000128407,5.57993E-07,ACSRTW
Flicker,477,0.776,25,0.1930,0.000119925,75,0.2307,0.000143351,0.000108212,4.68515E-07,ACSRTW
Hawk,477,0.789,25,0.1923,0.00011949,75,0.2298,0.000142791,0.000107839,4.6603E-07,ACSRTW
Dove,556.5,0.852,25,0.1650,0.000102527,75,0.1972,0.000122535,9.25224E-05,4.00164E-07,ACSRTW
Parakeet,556.5,0.835,25,0.1657,0.000102961,75,0.1980,0.000123032,9.29263E-05,4.01407E-07,ACSRTW
Calumet,565.3,0.858,25,0.1625,0.000100973,75,0.1941,0.000120608,9.11554E-05,3.92708E-07,ACSRTW
Mohawk,571.7,0.846,25,0.1613,0.000100227,75,0.1928,0.000119801,9.04408E-05,3.91465E-07,ACSRTW
Grosbeak,636,0.908,25,0.1446,8.98505E-05,75,0.1727,0.000107311,8.11202E-05,3.49211E-07,ACSRTW
Rook,636,0.89,25,0.1452,9.02233E-05,75,0.1735,0.000107808,8.14309E-05,3.51697E-07,ACSRTW
Swift,636,0.85,25,0.1482,9.20874E-05,75,0.1816,0.000112841,8.17105E-05,4.15077E-07,ACSRTW
Oswego,664.8,0.927,25,0.1385,8.60601E-05,75,0.1653,0.000102713,7.77337E-05,3.33056E-07,ACSRTW
Mystic,666.6,0.913,25,0.1387,8.61844E-05,75,0.1656,0.000102899,7.78269E-05,3.34299E-07,ACSRTW
Wabash,762.8,0.99,25,0.1212,7.53104E-05,75,0.1446,8.98505E-05,6.80403E-05,2.90802E-07,ACSRTW
Maumee,768.2,0.977,25,0.1207,7.49997E-05,75,0.1439,8.94155E-05,6.77918E-05,2.88317E-07,ACSRTW
Nechako,768.9,0.93,25,0.1232,7.65531E-05,75,0.1506,9.35787E-05,6.80403E-05,3.40512E-07,ACSRTW
Condor,795,0.993,25,0.1167,7.25142E-05,75,0.1392,8.64951E-05,6.55238E-05,2.79618E-07,ACSRTW
Drake,795,1.01,25,0.1161,7.21414E-05,75,0.1386,8.61223E-05,6.51509E-05,2.79618E-07,ACSRTW
Puffin,795,0.98,25,0.1171,7.27627E-05,75,0.1396,8.67436E-05,6.57723E-05,2.79618E-07,ACSRTW
Tern,795,0.96,25,0.1178,7.31977E-05,75,0.1405,8.73029E-05,6.61451E-05,2.82103E-07,ACSRTW
Fraser,946.7,1.077,25,0.0995,6.18266E-05,75,0.1214,7.54347E-05,5.50226E-05,2.72161E-07,ACSRTW
Cardinal,954,1.084,25,0.0977,6.07081E-05,75,0.1164,7.23278E-05,5.48983E-05,2.32393E-07,ACSRTW
Phoenix,954,1.044,25,0.0996,6.18887E-05,75,0.1213,7.53725E-05,5.51468E-05,2.69676E-07,ACSRTW
Rail,954,1.061,25,0.0993,6.17023E-05,75,0.1210,7.51861E-05,5.49604E-05,2.69676E-07,ACSRTW
Kettle,957.2,1.06,25,0.0990,6.15159E-05,75,0.1206,7.49376E-05,5.48051E-05,2.68433E-07,ACSRTW
Suwannee,959.6,1.108,25,0.0967,6.00867E-05,75,0.1152,7.15821E-05,5.4339E-05,2.29908E-07,ACSRTW
Columbia,966.2,1.092,25,0.0966,6.00246E-05,75,0.1150,7.14579E-05,5.4308E-05,2.28665E-07,ACSRTW
Curlew,1033.5,1.129,25,0.0905,5.62342E-05,75,0.1077,6.69218E-05,5.08904E-05,2.13752E-07,ACSRTW
Ortolan,1033.5,1.102,25,0.0920,5.71663E-05,75,0.1120,6.95937E-05,5.09526E-05,2.48549E-07,ACSRTW
Snowbird,1033.5,1.089,25,0.0923,5.73527E-05,75,0.1123,6.97802E-05,5.1139E-05,2.48549E-07,ACSRTW
Avocet,1113,1.129,25,0.0861,5.35002E-05,75,0.1045,6.49335E-05,4.77836E-05,2.28665E-07,ACSRTW
Bluejay,1113,1.143,25,0.0858,5.33138E-05,75,0.1042,6.4747E-05,4.75972E-05,2.28665E-07,ACSRTW
Finch,1113,1.185,25,0.0848,5.26924E-05,75,0.1032,6.41257E-05,4.69758E-05,2.28665E-07,ACSRTW
Genesee,1158,1.165,25,0.0826,5.13254E-05,75,0.1003,6.23237E-05,4.58262E-05,2.19966E-07,ACSRTW
Hudson,1158.4,1.196,25,0.0811,5.03933E-05,75,0.0964,5.99003E-05,4.56398E-05,1.9014E-07,ACSRTW
Cheyenne,1168.1,1.155,25,0.0823,5.1139E-05,75,0.0998,6.2013E-05,4.5702E-05,2.1748E-07,ACSRTW
Bunting,1192.5,1.181,25,0.0804,4.99584E-05,75,0.0975,6.05838E-05,4.46456E-05,2.12509E-07,ACSRTW
Grackle,1192.5,1.225,25,0.0794,4.9337E-05,75,0.0965,5.99625E-05,4.40243E-05,2.12509E-07,ACSRTW
Oxbird,1192.5,1.167,25,0.0807,5.01448E-05,75,0.0978,6.07703E-05,4.4832E-05,2.12509E-07,ACSRTW
Yukon,1233.6,1.245,25,0.0769,4.77836E-05,75,0.0934,5.80362E-05,4.26572E-05,2.05053E-07,ACSRTW
Nelson,1257.1,1.213,25,0.0765,4.7535E-05,75,0.0927,5.76013E-05,4.25019E-05,2.01325E-07,ACSRTW
Bittern,1272,1.22,25,0.0757,4.70379E-05,75,0.0917,5.69799E-05,4.20669E-05,1.98839E-07,ACSRTW
Catawba,1272,1.203,25,0.0760,4.72243E-05,75,0.0920,5.71663E-05,4.22533E-05,1.98839E-07,ACSRTW
Pheasant,1272,1.264,25,0.0747,4.64165E-05,75,0.0907,5.63585E-05,4.14456E-05,1.98839E-07,ACSRTW
Scissortail,1272,1.203,25,0.0760,4.72243E-05,75,0.0920,5.71663E-05,4.22533E-05,1.98839E-07,ACSRTW
Thames,1334.6,1.29,25,0.0714,4.4366E-05,75,0.0866,5.38109E-05,3.96436E-05,1.88897E-07,ACSRTW
Dipper,1351.5,1.256,25,0.0716,4.44903E-05,75,0.0865,5.37487E-05,3.98611E-05,1.85169E-07,ACSRTW
Martin,1351.5,1.3,25,0.0706,4.38689E-05,75,0.0856,5.31895E-05,3.92086E-05,1.86412E-07,ACSRTW
Mackenzie,1359.7,1.259,25,0.0712,4.42417E-05,75,0.0860,5.34381E-05,3.96436E-05,1.83926E-07,ACSRTW
Truckee,1372.5,1.248,25,0.0709,4.40553E-05,75,0.0856,5.31895E-05,3.94882E-05,1.82684E-07,ACSRTW
Bobolink,1431,1.291,25,0.0679,4.21912E-05,75,0.0820,5.09526E-05,3.78105E-05,1.75227E-07,ACSRTW
Plover,1431,1.337,25,0.0669,4.15698E-05,75,0.0810,5.03312E-05,3.71892E-05,1.75227E-07,ACSRTW
Merrimack,1433.6,1.34,25,0.0668,4.15077E-05,75,0.0809,5.02691E-05,3.7127E-05,1.75227E-07,ACSRTW
Miramichi,1455.3,1.302,25,0.0669,4.15698E-05,75,0.0807,5.01448E-05,3.72824E-05,1.71499E-07,ACSRTW
St. Croix,1467.8,1.292,25,0.0667,4.14456E-05,75,0.0804,4.99584E-05,3.71892E-05,1.70256E-07,ACSRTW
Rio Grande,1533.3,1.382,25,0.0628,3.90222E-05,75,0.0758,4.71001E-05,3.49833E-05,1.61557E-07,ACSRTW
Potomac,1557.4,1.345,25,0.0629,3.90843E-05,75,0.0757,4.70379E-05,3.51076E-05,1.59071E-07,ACSRTW
Platte,1569,1.334,25,0.0629,3.90843E-05,75,0.0756,4.69758E-05,3.51386E-05,1.57829E-07,ACSRTW
Falcon,1590,1.408,25,0.0607,3.77173E-05,75,0.0733,4.55466E-05,3.38027E-05,1.56586E-07,ACSRTW
Lapwing,1590,1.358,25,0.0618,3.84008E-05,75,0.0743,4.6168E-05,3.45173E-05,1.55343E-07,ACSRTW
Pecos,1622,1.424,25,0.0595,3.69717E-05,75,0.0718,4.46146E-05,3.31502E-05,1.52858E-07,ACSRTW
Schuylkill,1657.4,1.386,25,0.0595,3.69717E-05,75,0.0715,4.44282E-05,3.32434E-05,1.49129E-07,ACSRTW
James,1730.6,1.47,25,0.0562,3.49211E-05,75,0.0677,4.20669E-05,3.13483E-05,1.42916E-07,ACSRTW
Pee Dee,1758.6,1.427,25,0.0565,3.51076E-05,75,0.0677,4.20669E-05,3.16279E-05,1.39187E-07,ACSRTW
Chukar,1780,1.445,25,0.0555,3.44862E-05,75,0.0666,4.13834E-05,3.10376E-05,1.37945E-07,ACSRTW
Cumberland,1926.9,1.545,25,0.0511,3.17521E-05,75,0.0613,3.80901E-05,2.85831E-05,1.2676E-07,ACSRTW
Athabaska,1949.6,1.504,25,0.0517,3.2125E-05,75,0.0607,3.77173E-05,2.93288E-05,1.11847E-07,ACSRTW
Powder,2153.8,1.602,25,0.0475,2.95152E-05,75,0.0554,3.4424E-05,2.70608E-05,9.81769E-08,ACSRTW
Bluebird,2156,1.608,25,0.0475,2.95152E-05,75,0.0554,3.4424E-05,2.70608E-05,9.81769E-08,ACSRTW
Santee,2627.3,1.762,25,0.0405,2.51656E-05,75,0.0468,2.90802E-05,2.32083E-05,7.8293E-08,ACSRTW
,373.20216,0.748,25,0.242731867,0.000150827,240,0.448483672,0.000278676,0.000135961,5.94644E-07,ACCR
,1033.35,1.222,25,0.082928358,5.15294E-05,240,0.152146826,9.45399E-05,4.65282E-05,2.00049E-07,ACCR
,427.09344,0.8,25,0.212278167,0.000131904,240,0.39197642,0.000243563,0.00011892,5.19347E-07,ACCR
,557.76224,1.132,25,0.130117621,8.08515E-05,240,0.240488347,0.000149433,7.2877E-05,3.18983E-07,ACCR
,679.66192,1.039,25,0.130653989,8.11848E-05,240,0.240535753,0.000149462,7.32456E-05,3.1757E-07,ACCR
,787.76352,1.151,25,0.109933071,6.83094E-05,240,0.202204169,0.000125644,6.16426E-05,2.66673E-07,ACCR
,1237.95564,1.35,25,0.076361278,4.74488E-05,240,0.138257676,8.59096E-05,4.29766E-05,1.78887E-07,ACCR
,824.06616,1.112,25,0.111234789,6.91183E-05,240,0.203962477,0.000126737,6.24184E-05,2.67993E-07,ACCR
,1035.8415,1.247,25,0.089533911,5.56339E-05,240,0.163293568,0.000101466,5.03046E-05,2.13173E-07,ACCR
,824.70986,1.128,25,0.109513382,6.80486E-05,240,0.200945617,0.000124862,6.14424E-05,2.64249E-07,ACCR
,575.4675,0.97,25,0.151744961,9.42902E-05,240,0.279892554,0.000173918,8.50312E-05,3.7036E-07,ACCR
,633.55798,0.962,25,0.145587164,9.04639E-05,240,0.26786354,0.000166443,8.16291E-05,3.53392E-07,ACCR
,655.65344,1.006,25,0.137093355,8.51861E-05,240,0.252378705,0.000156821,7.68564E-05,3.33187E-07,ACCR
,470.3465,0.852,25,0.190079414,0.00011811,240,0.350880104,0.000218027,0.000106492,4.64731E-07,ACCR
,1594.17024,1.532,25,0.060484777,3.75836E-05,240,0.108027611,6.71254E-05,3.41485E-05,1.37404E-07,ACCR
,400.2075,0.809,25,0.217137785,0.000134923,240,0.401281159,0.000249345,0.000121619,5.32194E-07,ACCR
,339.67674,0.724,25,0.262624178,0.000163188,240,0.485468643,0.000301657,0.000147086,6.44044E-07,ACCR
,296.56224,0.677,25,0.300409159,0.000186666,240,0.555513446,0.000345181,0.000168234,7.37278E-07,ACCR
,257.4065,0.63,25,0.346141955,0.000215083,240,0.640264265,0.000397843,0.000193832,8.50045E-07,ACCR
,780.05158,1.067,25,0.118858311,7.38553E-05,240,0.217997525,0.000135458,6.66922E-05,2.86523E-07,ACCR
,720.78936,1.04,25,0.126618423,7.86772E-05,240,0.232688278,0.000144586,7.10134E-05,3.06553E-07,ACCR
,1033.35,1.189,25,0.084957824,5.27905E-05,240,0.155676754,9.67333E-05,4.76808E-05,2.04385E-07,ACCR
,1153.702,1.201,25,0.07794328,4.84318E-05,240,0.145,9.0099E-05,4.35868E-05,1.93801E-07,ACCR
,795.2072,0.992,25,0.11446331,7.11244E-05,240,0.210199894,0.000130612,6.42072E-05,2.76689E-07,ACCR
,1033.3058,1.132,25,0.088934785,5.52617E-05,240,0.162462458,0.00010095,4.99491E-05,2.12503E-07,ACCR
,1621.97528,1.411,25,0.058379739,3.62756E-05,240,0.104819278,6.51318E-05,3.29202E-05,1.34215E-07,ACCR
,573.3585,0.941,25,0.156209807,9.70645E-05,240,0.287949202,0.000178924,8.7546E-05,3.80741E-07,ACCR
,266.7747,0.66,25,0.325281213,0.000202121,240,0.601734979,0.000373902,0.000182146,7.98981E-07,ACCR
,131.29392,0.523,25,0.578632493,0.000359546,240,1.071167728,0.000665594,0.000323959,1.42348E-06,ACCR
,182.84859,0.719,25,0.348284186,0.000216414,240,0.644741974,0.000400625,0.000194994,8.56794E-07,ACCR
,270.29601,0.693,25,0.306593578,0.000190509,240,0.567250873,0.000352474,0.000171676,7.53327E-07,ACCR
,381.92544,0.768,25,0.233541944,0.000145117,240,0.431535769,0.000268145,0.000130811,5.72223E-07,ACCR
,762.8418,0.99,25,0.117010256,7.2707E-05,240,0.215186138,0.000133711,6.56135E-05,2.83739E-07,ACCR
,477.06912,0.789,25,0.187034688,0.000116218,240,0.345215545,0.000214508,0.000104789,4.57159E-07,ACCR
,571.8962,0.845,25,0.158056153,9.82118E-05,240,0.29130643,0.00018101,8.85841E-05,3.85107E-07,ACCR
,664.6658,0.93,25,0.134860729,8.37988E-05,240,0.248303187,0.000154289,7.56023E-05,3.27861E-07,ACCR
,958.08096,1.099,25,0.094323907,5.86103E-05,240,0.172788628,0.000107366,5.2941E-05,2.26771E-07,ACCR
,1334.51288,1.275,25,0.070011887,4.35035E-05,240,0.126894112,7.88485E-05,3.93936E-05,1.64396E-07,ACCR
,1321.09488,1.382,25,0.072340224,4.49502E-05,240,0.130396843,8.1025E-05,4.07555E-05,1.6779E-07,ACCR
,1334.43936,1.415,25,0.070478983,4.37937E-05,240,0.127329765,7.91192E-05,3.96861E-05,1.64305E-07,ACCR
,480.534,0.849,25,0.188847739,0.000117345,240,0.348471865,0.000216531,0.000105812,4.61331E-07,ACCR
,1852.14816,1.667,25,0.052326901,3.25145E-05,240,0.092607078,5.75435E-05,2.96042E-05,1.16414E-07,ACCR
,1741.932,1.588,25,0.056297804,3.49819E-05,240,0.099667891,6.19309E-05,3.18483E-05,1.25344E-07,ACCR
,1961.21571,1.7,25,0.050368292,3.12975E-05,240,0.088491903,5.49865E-05,2.8543E-05,1.10181E-07,ACCR
,194.52223,0.556,25,0.451275838,0.000280411,240,0.835083006,0.000518898,0.000252679,1.10924E-06,ACCR
,236.13434,0.603,25,0.377582694,0.00023462,240,0.698517461,0.00043404,0.000211431,9.27535E-07,ACCR
,207.1683,0.582,25,0.418681091,0.000260157,240,0.774757585,0.000481413,0.00023443,1.0291E-06,ACCR
